Geolocation,Commodity,Date,CPI
region i (ilocos region),corn,2023-04-01,118.502150960133
region i (ilocos region),corn,2023-05-01,117.871545182919
region i (ilocos region),corn,2023-06-01,119.18930785267
region i (ilocos region),corn,2023-07-01,117.402049165346
region i (ilocos region),corn,2023-08-01,120.167094108284
region i (ilocos region),corn,2023-09-01,120.167094108284
region i (ilocos region),corn,2023-10-01,120.167094108284
region i (ilocos region),corn,2023-11-01,122.496411678343
region i (ilocos region),corn,2023-12-01,125.532595339901
region i (ilocos region),corn,2024-01-01,122.496411678343
region i (ilocos region),corn,2024-02-01,127.216467188847
region i (ilocos region),corn,2024-03-01,131.111899314535
region i (ilocos region),corn,2024-04-01,159.337216819884
region i (ilocos region),corn,2024-05-01,163.247852996902
region i (ilocos region),corn,2024-06-01,163.858230333717
region i (ilocos region),corn,2024-07-01,159.213700667621
region i (ilocos region),corn,2024-08-01,149.443354000603
region i (ilocos region),corn,2024-09-01,140.186699458944
region i (ilocos region),corn,2024-10-01,142.050634675268
region i (ilocos region),corn,2024-11-01,144.034660549147
region i (ilocos region),corn,2024-12-01,144.405622571743
region ii (cagayan valley),rice,2020-01-01,88.0406555759682
region ii (cagayan valley),rice,2020-02-01,87.1132321316627
region ii (cagayan valley),rice,2020-03-01,87.8960249094067
region ii (cagayan valley),rice,2020-04-01,89.1886061064232
region ii (cagayan valley),rice,2020-05-01,88.1952713778185
region ii (cagayan valley),rice,2020-06-01,87.7717854106266
region ii (cagayan valley),rice,2020-07-01,90.4837077945977
region ii (cagayan valley),rice,2020-08-01,90.3851800751844
region ii (cagayan valley),rice,2020-09-01,91.0568733162026
region ii (cagayan valley),rice,2020-10-01,90.794608745732
region ii (cagayan valley),rice,2020-11-01,90.3317685218362
region ii (cagayan valley),rice,2020-12-01,91.1481658173305
region ii (cagayan valley),rice,2021-01-01,91.8749705701697
region ii (cagayan valley),rice,2021-02-01,91.497498933075
region ii (cagayan valley),rice,2021-03-01,90.9829870475807
region ii (cagayan valley),rice,2021-04-01,91.0424420020205
region ii (cagayan valley),rice,2021-05-01,90.7358484347854
region ii (cagayan valley),rice,2021-06-01,89.8816006569193
region ii (cagayan valley),rice,2021-07-01,89.944197354104
region ii (cagayan valley),rice,2021-08-01,90.3197587737
region ii (cagayan valley),rice,2021-09-01,91.338640874857
region ii (cagayan valley),rice,2021-10-01,91.2569187627585
region ii (cagayan valley),rice,2021-11-01,89.7480325116124
region ii (cagayan valley),rice,2021-12-01,89.8065499748486
region ii (cagayan valley),rice,2022-01-01,90.1924895419269
region ii (cagayan valley),rice,2022-02-01,90.754107817884
region ii (cagayan valley),rice,2022-03-01,90.4658888683477
region ii (cagayan valley),rice,2022-04-01,90.6765657036984
region ii (cagayan valley),rice,2022-05-01,90.3219304789642
region ii (cagayan valley),rice,2022-06-01,89.6540740320593
region ii (cagayan valley),rice,2022-07-01,90.0552280050392
region ii (cagayan valley),rice,2022-08-01,89.8485377186432
region ii (cagayan valley),rice,2022-09-01,89.9364791612085
region ii (cagayan valley),rice,2022-10-01,90.7338048764529
region ii (cagayan valley),rice,2022-11-01,91.2326071641564
region ii (cagayan valley),rice,2022-12-01,91.6485648077976
region ii (cagayan valley),rice,2023-01-01,91.4564407504675
region ii (cagayan valley),rice,2023-02-01,93.0902159424138
region ii (cagayan valley),rice,2023-03-01,94.4293927294545
region ii (cagayan valley),rice,2023-04-01,94.9332861057176
region ii (cagayan valley),rice,2023-05-01,94.7863629438504
region ii (cagayan valley),rice,2023-06-01,96.3867356074928
region ii (cagayan valley),rice,2023-07-01,96.5646309405104
region ii (cagayan valley),rice,2023-08-01,100.6578430041
region ii (cagayan valley),rice,2023-09-01,109.549212771966
region ii (cagayan valley),rice,2023-10-01,105.405486621684
region ii (cagayan valley),rice,2023-11-01,110.733662471715
region ii (cagayan valley),rice,2023-12-01,115.169534699615
region ii (cagayan valley),rice,2024-01-01,117.803812136308
region ii (cagayan valley),rice,2024-02-01,119.214095697442
region ii (cagayan valley),rice,2024-03-01,119.293741018047
region ii (cagayan valley),rice,2024-04-01,119.945950382156
region ii (cagayan valley),rice,2024-05-01,119.49208033927
region ii (cagayan valley),rice,2024-06-01,118.365063405552
region ii (cagayan valley),rice,2024-07-01,117.964208049886
region ii (cagayan valley),rice,2024-08-01,117.082590602808
region ii (cagayan valley),rice,2024-09-01,117.439628116358
region ii (cagayan valley),rice,2024-10-01,116.693904287042
region ii (cagayan valley),rice,2024-11-01,113.800305339924
region ii (cagayan valley),rice,2024-12-01,113.036091536835
region ii (cagayan valley),corn,2020-01-01,107.20960818811
region ii (cagayan valley),corn,2020-02-01,108.617474131602
region ii (cagayan valley),corn,2020-03-01,109.692058999999
region ii (cagayan valley),corn,2020-04-01,110.275728880063
region ii (cagayan valley),corn,2020-05-01,109.932282130895
region ii (cagayan valley),corn,2020-06-01,110.702272858716
region ii (cagayan valley),corn,2020-07-01,113.002368785027
region ii (cagayan valley),corn,2020-08-01,112.27667076138
region ii (cagayan valley),corn,2020-09-01,113.150445444358
region ii (cagayan valley),corn,2020-10-01,112.935482102745
region ii (cagayan valley),corn,2020-11-01,112.959992858456
region ii (cagayan valley),corn,2020-12-01,113.128043153508
region ii (cagayan valley),corn,2021-01-01,113.390314044066
region ii (cagayan valley),corn,2021-02-01,113.537202531118
region ii (cagayan valley),corn,2021-03-01,115.50966912617
region ii (cagayan valley),corn,2021-04-01,115.689243912255
region ii (cagayan valley),corn,2021-05-01,114.663002924405
region ii (cagayan valley),corn,2021-06-01,117.106944988049
region ii (cagayan valley),corn,2021-07-01,117.862398244342
region ii (cagayan valley),corn,2021-08-01,122.975201230337
region ii (cagayan valley),corn,2021-09-01,126.322030481035
region ii (cagayan valley),corn,2021-10-01,126.72261585784
region ii (cagayan valley),corn,2021-11-01,127.197750355128
region ii (cagayan valley),corn,2021-12-01,127.058158115229
region ii (cagayan valley),corn,2022-01-01,128.895859034897
region ii (cagayan valley),corn,2022-02-01,129.067564934095
region ii (cagayan valley),corn,2022-03-01,128.32330522557
region ii (cagayan valley),corn,2022-04-01,130.064856412435
region ii (cagayan valley),corn,2022-05-01,132.152886475247
region ii (cagayan valley),corn,2022-06-01,131.407775452875
region ii (cagayan valley),corn,2022-07-01,131.571027024057
region ii (cagayan valley),corn,2022-08-01,132.23092246542
region ii (cagayan valley),corn,2022-09-01,132.190862244415
region ii (cagayan valley),corn,2022-10-01,132.464768118169
region ii (cagayan valley),corn,2022-11-01,132.679474871155
region ii (cagayan valley),corn,2022-12-01,132.98025972395
region ii (cagayan valley),corn,2023-01-01,133.074816545854
region ii (cagayan valley),corn,2023-02-01,136.877166964546
region ii (cagayan valley),corn,2023-03-01,139.024160219039
region ii (cagayan valley),corn,2023-04-01,145.216504306741
region ii (cagayan valley),corn,2023-05-01,148.002871513757
region ii (cagayan valley),corn,2023-06-01,162.012597057133
region ii (cagayan valley),corn,2023-07-01,165.969142962401
region ii (cagayan valley),corn,2023-08-01,168.332370520789
region ii (cagayan valley),corn,2023-09-01,168.652160580677
region ii (cagayan valley),corn,2023-10-01,170.562033603716
region ii (cagayan valley),corn,2023-11-01,169.929122300206
region ii (cagayan valley),corn,2023-12-01,172.829047069194
region ii (cagayan valley),corn,2024-01-01,179.356487556269
region ii (cagayan valley),corn,2024-02-01,183.85182112367
region ii (cagayan valley),corn,2024-03-01,183.721287955269
region ii (cagayan valley),corn,2024-04-01,182.051360853702
region ii (cagayan valley),corn,2024-05-01,175.678498675403
region ii (cagayan valley),corn,2024-06-01,175.967550226035
region ii (cagayan valley),corn,2024-07-01,175.876101098371
region ii (cagayan valley),corn,2024-08-01,174.870634715892
region ii (cagayan valley),corn,2024-09-01,172.60514303591
region ii (cagayan valley),corn,2024-10-01,172.228430716333
region ii (cagayan valley),corn,2024-11-01,171.927791046048
region ii (cagayan valley),corn,2024-12-01,169.923502315061
region iii (central luzon),rice,2020-01-01,92.584980348265
region iii (central luzon),rice,2020-02-01,92.5829844110424
region iii (central luzon),rice,2020-03-01,92.6508241692244
region iii (central luzon),rice,2020-04-01,93.1695794846199
region iii (central luzon),rice,2020-05-01,94.1859550337085
region iii (central luzon),rice,2020-06-01,94.1634670820457
region iii (central luzon),rice,2020-07-01,95.466370550596
region iii (central luzon),rice,2020-08-01,95.4764803338067
region iii (central luzon),rice,2020-09-01,94.9056616925268
region iii (central luzon),rice,2020-10-01,94.0144075805781
region iii (central luzon),rice,2020-11-01,93.9286467338849
region iii (central luzon),rice,2020-12-01,94.5528818318115
region iii (central luzon),rice,2021-01-01,94.9691722830437
region iii (central luzon),rice,2021-02-01,95.192720029318
region iii (central luzon),rice,2021-03-01,94.689182953467
region iii (central luzon),rice,2021-04-01,94.7170837063025
region iii (central luzon),rice,2021-05-01,95.3346259291685
region iii (central luzon),rice,2021-06-01,94.9869384207126
region iii (central luzon),rice,2021-07-01,95.7891702756608
region iii (central luzon),rice,2021-08-01,96.8132565137766
region iii (central luzon),rice,2021-09-01,96.6450787932095
region iii (central luzon),rice,2021-10-01,96.922220189364
region iii (central luzon),rice,2021-11-01,96.565441852318
region iii (central luzon),rice,2021-12-01,96.372507293849
region iii (central luzon),rice,2022-01-01,97.0764782705048
region iii (central luzon),rice,2022-02-01,97.7365812979599
region iii (central luzon),rice,2022-03-01,97.4624013961169
region iii (central luzon),rice,2022-04-01,99.0346038091962
region iii (central luzon),rice,2022-05-01,98.5833543688534
region iii (central luzon),rice,2022-06-01,98.3772537508367
region iii (central luzon),rice,2022-07-01,98.722570218922
region iii (central luzon),rice,2022-08-01,99.367169885999
region iii (central luzon),rice,2022-09-01,100.250645450555
region iii (central luzon),rice,2022-10-01,100.009547920391
region iii (central luzon),rice,2022-11-01,100.119070519493
region iii (central luzon),rice,2022-12-01,100.55661501138
region iii (central luzon),rice,2023-01-01,99.7223360156821
region iii (central luzon),rice,2023-02-01,99.6768272311757
region iii (central luzon),rice,2023-03-01,99.9719325203707
region iii (central luzon),rice,2023-04-01,100.321112897984
region iii (central luzon),rice,2023-05-01,100.890271951149
region iii (central luzon),rice,2023-06-01,102.042879596053
region iii (central luzon),rice,2023-07-01,103.467137174833
region iii (central luzon),rice,2023-08-01,110.145862539435
region iii (central luzon),rice,2023-09-01,122.465333932002
region iii (central luzon),rice,2023-10-01,113.150074674919
region iii (central luzon),rice,2023-11-01,117.441773816323
region iii (central luzon),rice,2023-12-01,123.493273129697
region iii (central luzon),rice,2024-01-01,127.233283752877
region iii (central luzon),rice,2024-02-01,127.460604615063
region iii (central luzon),rice,2024-03-01,126.004515147223
region iii (central luzon),rice,2024-04-01,126.743544897328
region iii (central luzon),rice,2024-05-01,125.906714610557
region iii (central luzon),rice,2024-06-01,126.347962073954
region iii (central luzon),rice,2024-07-01,125.721490751818
region iii (central luzon),rice,2024-08-01,123.755006477606
region iii (central luzon),rice,2024-09-01,123.605360274222
region iii (central luzon),rice,2024-10-01,122.46321348501
region iii (central luzon),rice,2024-11-01,118.798675869957
region iii (central luzon),rice,2024-12-01,118.723303940341
region iii (central luzon),corn,2020-01-01,108.273956738159
region iii (central luzon),corn,2020-02-01,102.394118544825
region iii (central luzon),corn,2020-03-01,99.8401660394275
region iii (central luzon),corn,2020-04-01,101.239739558455
region iii (central luzon),corn,2020-05-01,102.966089633722
region iii (central luzon),corn,2020-06-01,102.885011323292
region iii (central luzon),corn,2020-07-01,100.678553997231
region iii (central luzon),corn,2020-08-01,99.643762809966
region iii (central luzon),corn,2020-09-01,100.176100698569
region iii (central luzon),corn,2020-10-01,100.016629161979
region iii (central luzon),corn,2020-11-01,102.016723900471
region iii (central luzon),corn,2020-12-01,106.11851143266
region iii (central luzon),corn,2021-01-01,109.963678341395
region iii (central luzon),corn,2021-02-01,102.406303893176
region iii (central luzon),corn,2021-03-01,100.734671953658
region iii (central luzon),corn,2021-04-01,101.807599620726
region iii (central luzon),corn,2021-05-01,99.8602727963712
region iii (central luzon),corn,2021-06-01,98.0354316148919
region iii (central luzon),corn,2021-07-01,101.289946831945
region iii (central luzon),corn,2021-08-01,111.811561439194
region iii (central luzon),corn,2021-09-01,111.101266270645
region iii (central luzon),corn,2021-10-01,112.063777046708
region iii (central luzon),corn,2021-11-01,124.619662502874
region iii (central luzon),corn,2021-12-01,125.843252146578
region iii (central luzon),corn,2022-01-01,129.121021036847
region iii (central luzon),corn,2022-02-01,117.692137554274
region iii (central luzon),corn,2022-03-01,114.547567970445
region iii (central luzon),corn,2022-04-01,112.999036521035
region iii (central luzon),corn,2022-05-01,108.624845025702
region iii (central luzon),corn,2022-06-01,108.127569672302
region iii (central luzon),corn,2022-07-01,113.748345999744
region iii (central luzon),corn,2022-08-01,114.227164183225
region iii (central luzon),corn,2022-09-01,118.240362400692
region iii (central luzon),corn,2022-10-01,131.137496648861
region iii (central luzon),corn,2022-11-01,147.117699863366
region iii (central luzon),corn,2022-12-01,144.554061408288
region iii (central luzon),corn,2023-01-01,139.140168993033
region iii (central luzon),corn,2023-02-01,137.093224673349
region iii (central luzon),corn,2023-03-01,136.312163002561
region iii (central luzon),corn,2023-04-01,133.584140478444
region iii (central luzon),corn,2023-05-01,127.316784906382
region iii (central luzon),corn,2023-06-01,130.66416302336
region iii (central luzon),corn,2023-07-01,126.75425672361
region iii (central luzon),corn,2023-08-01,135.178256406924
region iii (central luzon),corn,2023-09-01,140.527616188303
region iii (central luzon),corn,2023-10-01,145.473952672265
region iii (central luzon),corn,2023-11-01,147.790702694878
region iii (central luzon),corn,2023-12-01,146.63419882519
region iii (central luzon),corn,2024-01-01,147.777378170063
region iii (central luzon),corn,2024-02-01,140.257899479235
region iii (central luzon),corn,2024-03-01,136.384328616892
region iii (central luzon),corn,2024-04-01,137.471385194337
region iii (central luzon),corn,2024-05-01,136.704866801247
region iii (central luzon),corn,2024-06-01,137.042901868154
region iii (central luzon),corn,2024-07-01,141.745458625202
region iii (central luzon),corn,2024-08-01,145.234383195437
region iii (central luzon),corn,2024-09-01,151.545555469624
region iii (central luzon),corn,2024-10-01,168.326034495204
region iii (central luzon),corn,2024-11-01,173.560223484199
region iii (central luzon),corn,2024-12-01,180.514550414071
region iv-a (calabarzon),rice,2020-01-01,94.0463659826878
region iv-a (calabarzon),rice,2020-02-01,94.005065118035
region iv-a (calabarzon),rice,2020-03-01,93.9250827146457
region iv-a (calabarzon),rice,2020-04-01,94.4613716815868
region iv-a (calabarzon),rice,2020-05-01,94.5934306512239
region iv-a (calabarzon),rice,2020-06-01,94.623814428892
region iv-a (calabarzon),rice,2020-07-01,94.7747398057446
region iv-a (calabarzon),rice,2020-08-01,94.8464369335289
region iv-a (calabarzon),rice,2020-09-01,94.8796100718746
region iv-a (calabarzon),rice,2020-10-01,93.9112426756402
region iv-a (calabarzon),rice,2020-11-01,93.4362002155252
region iv-a (calabarzon),rice,2020-12-01,93.547195649114
region iv-a (calabarzon),rice,2021-01-01,93.8463656459698
region iv-a (calabarzon),rice,2021-02-01,94.2073062707052
region iv-a (calabarzon),rice,2021-03-01,94.0971099840493
region iv-a (calabarzon),rice,2021-04-01,94.4177539192686
region iv-a (calabarzon),rice,2021-05-01,94.3631851386549
region iv-a (calabarzon),rice,2021-06-01,94.380831313845
region iv-a (calabarzon),rice,2021-07-01,94.3217641147126
region iv-a (calabarzon),rice,2021-08-01,94.6268151649059
region iv-a (calabarzon),rice,2021-09-01,94.8642779907053
region iv-a (calabarzon),rice,2021-10-01,94.5635004534661
region iv-a (calabarzon),rice,2021-11-01,94.8446171048926
region iv-a (calabarzon),rice,2021-12-01,94.7276441551866
region iv-a (calabarzon),rice,2022-01-01,94.8322456131697
region iv-a (calabarzon),rice,2022-02-01,95.1583416665255
region iv-a (calabarzon),rice,2022-03-01,95.1467877256124
region iv-a (calabarzon),rice,2022-04-01,95.086890690996
region iv-a (calabarzon),rice,2022-05-01,95.2593033616461
region iv-a (calabarzon),rice,2022-06-01,95.8425381137889
region iv-a (calabarzon),rice,2022-07-01,96.0608086040569
region iv-a (calabarzon),rice,2022-08-01,96.7331890798864
region iv-a (calabarzon),rice,2022-09-01,96.599314588598
region iv-a (calabarzon),rice,2022-10-01,96.9831919331787
region iv-a (calabarzon),rice,2022-11-01,97.4148612191633
region iv-a (calabarzon),rice,2022-12-01,97.2928439824207
region iv-a (calabarzon),rice,2023-01-01,97.5027724248582
region iv-a (calabarzon),rice,2023-02-01,97.8501620526106
region iv-a (calabarzon),rice,2023-03-01,98.1670388159037
region iv-a (calabarzon),rice,2023-04-01,98.8006080464079
region iv-a (calabarzon),rice,2023-05-01,98.6521914981713
region iv-a (calabarzon),rice,2023-06-01,99.4184760146705
region iv-a (calabarzon),rice,2023-07-01,100.020667676952
region iv-a (calabarzon),rice,2023-08-01,103.481504162609
region iv-a (calabarzon),rice,2023-09-01,110.165351932685
region iv-a (calabarzon),rice,2023-10-01,105.216561498732
region iv-a (calabarzon),rice,2023-11-01,108.806101256636
region iv-a (calabarzon),rice,2023-12-01,112.149049916824
region iv-a (calabarzon),rice,2024-01-01,114.568548191113
region iv-a (calabarzon),rice,2024-02-01,114.574705693687
region iv-a (calabarzon),rice,2024-03-01,116.399625287753
region iv-a (calabarzon),rice,2024-04-01,117.741190539706
region iv-a (calabarzon),rice,2024-05-01,118.191173598003
region iv-a (calabarzon),rice,2024-06-01,118.526302809824
region iv-a (calabarzon),rice,2024-07-01,117.856695314588
region iv-a (calabarzon),rice,2024-08-01,116.804895316413
region iv-a (calabarzon),rice,2024-09-01,116.843602718939
region iv-a (calabarzon),rice,2024-10-01,116.162356820405
region iv-a (calabarzon),rice,2024-11-01,116.048098851102
region iv-a (calabarzon),rice,2024-12-01,115.581323316382
region iv-a (calabarzon),corn,2020-01-01,105.480303786442
region iv-a (calabarzon),corn,2020-02-01,106.207687563339
region iv-a (calabarzon),corn,2020-03-01,104.087551647183
region iv-a (calabarzon),corn,2020-04-01,109.087274259123
region iv-a (calabarzon),corn,2020-05-01,109.934789286264
region iv-a (calabarzon),corn,2020-06-01,110.186442096934
region iv-a (calabarzon),corn,2020-07-01,106.319256061559
region iv-a (calabarzon),corn,2020-08-01,104.392191896189
region iv-a (calabarzon),corn,2020-09-01,105.0323706873
region iv-a (calabarzon),corn,2020-10-01,110.928348459962
region iv-a (calabarzon),corn,2020-11-01,111.806437588045
region iv-a (calabarzon),corn,2020-12-01,115.271198383222
region iv-a (calabarzon),corn,2021-01-01,121.813950320764
region iv-a (calabarzon),corn,2021-02-01,116.494270122396
region iv-a (calabarzon),corn,2021-03-01,112.808074559212
region iv-a (calabarzon),corn,2021-04-01,113.908150193102
region iv-a (calabarzon),corn,2021-05-01,113.230152968839
region iv-a (calabarzon),corn,2021-06-01,108.775941456096
region iv-a (calabarzon),corn,2021-07-01,104.169329411734
region iv-a (calabarzon),corn,2021-08-01,113.894569421237
region iv-a (calabarzon),corn,2021-09-01,113.415713294748
region iv-a (calabarzon),corn,2021-10-01,118.744018864628
region iv-a (calabarzon),corn,2021-11-01,118.110105913433
region iv-a (calabarzon),corn,2021-12-01,116.730187886183
region iv-a (calabarzon),corn,2022-01-01,118.794708826194
region iv-a (calabarzon),corn,2022-02-01,117.806598832197
region iv-a (calabarzon),corn,2022-03-01,118.734696897733
region iv-a (calabarzon),corn,2022-04-01,118.663964160031
region iv-a (calabarzon),corn,2022-05-01,116.110024228055
region iv-a (calabarzon),corn,2022-06-01,118.838228603223
region iv-a (calabarzon),corn,2022-07-01,122.491841913615
region iv-a (calabarzon),corn,2022-08-01,122.889401836035
region iv-a (calabarzon),corn,2022-09-01,122.665038994046
region iv-a (calabarzon),corn,2022-10-01,124.030563289017
region iv-a (calabarzon),corn,2022-11-01,133.225113996614
region iv-a (calabarzon),corn,2022-12-01,137.180156880849
region iv-a (calabarzon),corn,2023-01-01,138.789090770647
region iv-a (calabarzon),corn,2023-02-01,138.097654512867
region iv-a (calabarzon),corn,2023-03-01,140.029960495912
region iv-a (calabarzon),corn,2023-04-01,138.496859772329
region iv-a (calabarzon),corn,2023-05-01,141.121785036348
region iv-a (calabarzon),corn,2023-06-01,138.692885327293
region iv-a (calabarzon),corn,2023-07-01,138.908766515505
region iv-a (calabarzon),corn,2023-08-01,138.984445545948
region iv-a (calabarzon),corn,2023-09-01,139.702467757136
region iv-a (calabarzon),corn,2023-10-01,139.089155571147
region iv-a (calabarzon),corn,2023-11-01,137.528820749156
region iv-a (calabarzon),corn,2023-12-01,139.862801244903
region iv-a (calabarzon),corn,2024-01-01,144.602229010095
region iv-a (calabarzon),corn,2024-02-01,139.394265901314
region iv-a (calabarzon),corn,2024-03-01,142.794909524106
region iv-a (calabarzon),corn,2024-04-01,141.185427310205
region iv-a (calabarzon),corn,2024-05-01,142.598790522047
region iv-a (calabarzon),corn,2024-06-01,142.897507559677
region iv-a (calabarzon),corn,2024-07-01,145.966836886806
region iv-a (calabarzon),corn,2024-08-01,150.375294900432
region iv-a (calabarzon),corn,2024-09-01,146.945698486035
region iv-a (calabarzon),corn,2024-10-01,149.865508058155
region iv-a (calabarzon),corn,2024-11-01,151.804127522804
region iv-a (calabarzon),corn,2024-12-01,156.251622496886
region x (northern mindanao),rice,2020-01-01,91.064439513207
region x (northern mindanao),rice,2020-02-01,89.4433437408164
region x (northern mindanao),rice,2020-03-01,87.7178847198154
region x (northern mindanao),rice,2020-04-01,88.832918574904
region x (northern mindanao),rice,2020-05-01,90.6778789724706
region x (northern mindanao),rice,2020-06-01,90.6403937771967
region x (northern mindanao),rice,2020-07-01,91.0545509520474
region x (northern mindanao),rice,2020-08-01,89.6699691860089
region x (northern mindanao),rice,2020-09-01,87.8612818387608
region x (northern mindanao),rice,2020-10-01,85.8676140769782
region x (northern mindanao),rice,2020-11-01,81.8494862895192
region x (northern mindanao),rice,2020-12-01,83.1939122460706
region x (northern mindanao),rice,2021-01-01,83.7146487990676
region x (northern mindanao),rice,2021-02-01,83.5148366621855
region x (northern mindanao),rice,2021-03-01,83.9176512766613
region x (northern mindanao),rice,2021-04-01,83.3169071576558
region x (northern mindanao),rice,2021-05-01,82.3834773302315
region x (northern mindanao),rice,2021-06-01,82.7971650437183
region x (northern mindanao),rice,2021-07-01,83.0366881542514
region x (northern mindanao),rice,2021-08-01,81.3926930394515
region x (northern mindanao),rice,2021-09-01,81.808610687615
region x (northern mindanao),rice,2021-10-01,82.4610902428873
region x (northern mindanao),rice,2021-11-01,82.7370647250787
region x (northern mindanao),rice,2021-12-01,83.0478906991887
region x (northern mindanao),rice,2022-01-01,82.9973679508485
region x (northern mindanao),rice,2022-02-01,82.8659698362766
region x (northern mindanao),rice,2022-03-01,82.867644863469
region x (northern mindanao),rice,2022-04-01,82.8590363287515
region x (northern mindanao),rice,2022-05-01,83.3062567988286
region x (northern mindanao),rice,2022-06-01,84.5763746752698
region x (northern mindanao),rice,2022-07-01,84.8823170707574
region x (northern mindanao),rice,2022-08-01,84.2733989595833
region x (northern mindanao),rice,2022-09-01,83.7076275975479
region x (northern mindanao),rice,2022-10-01,82.7392165741906
region x (northern mindanao),rice,2022-11-01,82.8195345249483
region x (northern mindanao),rice,2022-12-01,83.9943246901554
region x (northern mindanao),rice,2023-01-01,84.2849973655509
region x (northern mindanao),rice,2023-02-01,84.1550602755108
region x (northern mindanao),rice,2023-03-01,85.3073208330692
region x (northern mindanao),rice,2023-04-01,86.4855295148203
region x (northern mindanao),rice,2023-05-01,88.1607061941202
region x (northern mindanao),rice,2023-06-01,87.8520012014161
region x (northern mindanao),rice,2023-07-01,89.0849571700829
region x (northern mindanao),rice,2023-08-01,94.762955921372
region x (northern mindanao),rice,2023-09-01,111.712570380735
region x (northern mindanao),rice,2023-10-01,101.637340286504
region x (northern mindanao),rice,2023-11-01,104.563615791259
region x (northern mindanao),rice,2023-12-01,107.240537072731
region x (northern mindanao),rice,2024-01-01,109.493233441286
region x (northern mindanao),rice,2024-02-01,109.487271138052
region x (northern mindanao),rice,2024-03-01,110.426461369104
region x (northern mindanao),rice,2024-04-01,109.942234219468
region x (northern mindanao),rice,2024-05-01,108.854150021065
region x (northern mindanao),rice,2024-06-01,109.40156737394
region x (northern mindanao),rice,2024-07-01,109.190134197903
region x (northern mindanao),rice,2024-08-01,109.344960203025
region x (northern mindanao),rice,2024-09-01,108.852297259807
region x (northern mindanao),rice,2024-10-01,108.057324292321
region x (northern mindanao),rice,2024-11-01,105.784233464507
region x (northern mindanao),rice,2024-12-01,104.591654579075
region x (northern mindanao),corn,2020-01-01,96.3909797883357
region x (northern mindanao),corn,2020-02-01,94.7552567103625
region x (northern mindanao),corn,2020-03-01,92.2402175008476
region x (northern mindanao),corn,2020-04-01,92.9887918751925
region x (northern mindanao),corn,2020-05-01,94.7919912214866
region x (northern mindanao),corn,2020-06-01,94.6325727279501
region x (northern mindanao),corn,2020-07-01,94.8699129730777
region x (northern mindanao),corn,2020-08-01,93.6356576349521
region x (northern mindanao),corn,2020-09-01,90.9370425577046
region x (northern mindanao),corn,2020-10-01,87.7977388567965
region x (northern mindanao),corn,2020-11-01,84.98503423029
region x (northern mindanao),corn,2020-12-01,85.896369443189
region x (northern mindanao),corn,2021-01-01,83.854622593956
region x (northern mindanao),corn,2021-02-01,87.3784720625501
region x (northern mindanao),corn,2021-03-01,89.3961220372702
region x (northern mindanao),corn,2021-04-01,93.9724059776435
region x (northern mindanao),corn,2021-05-01,101.995352951762
region x (northern mindanao),corn,2021-06-01,103.559607181468
region x (northern mindanao),corn,2021-07-01,109.219670345534
region x (northern mindanao),corn,2021-08-01,108.606037858557
region x (northern mindanao),corn,2021-09-01,105.130589914884
region x (northern mindanao),corn,2021-10-01,106.441775106716
region x (northern mindanao),corn,2021-11-01,105.908207271826
region x (northern mindanao),corn,2021-12-01,105.772426808751
region x (northern mindanao),corn,2022-01-01,105.948061362188
region x (northern mindanao),corn,2022-02-01,106.085438428808
region x (northern mindanao),corn,2022-03-01,102.931768619143
region x (northern mindanao),corn,2022-04-01,106.356848058008
region x (northern mindanao),corn,2022-05-01,111.750124403737
region x (northern mindanao),corn,2022-06-01,113.028859998155
region x (northern mindanao),corn,2022-07-01,114.344088476904
region x (northern mindanao),corn,2022-08-01,114.885274891405
region x (northern mindanao),corn,2022-09-01,116.592735932843
region x (northern mindanao),corn,2022-10-01,116.896997602486
region x (northern mindanao),corn,2022-11-01,118.440165693635
region x (northern mindanao),corn,2022-12-01,118.654085972033
region x (northern mindanao),corn,2023-01-01,120.380508722985
region x (northern mindanao),corn,2023-02-01,118.875276714726
region x (northern mindanao),corn,2023-03-01,117.669647509144
region x (northern mindanao),corn,2023-04-01,117.840625980734
region x (northern mindanao),corn,2023-05-01,118.86805488558
region x (northern mindanao),corn,2023-06-01,119.019506813898
region x (northern mindanao),corn,2023-07-01,121.507811850425
region x (northern mindanao),corn,2023-08-01,125.280249752088
region x (northern mindanao),corn,2023-09-01,129.041533449699
region x (northern mindanao),corn,2023-10-01,128.529638326914
region x (northern mindanao),corn,2023-11-01,128.03688139837
region x (northern mindanao),corn,2023-12-01,128.757887070681
region x (northern mindanao),corn,2024-01-01,128.121980084337
region x (northern mindanao),corn,2024-02-01,130.443089528116
region x (northern mindanao),corn,2024-03-01,131.573246649272
region x (northern mindanao),corn,2024-04-01,133.220257138622
region x (northern mindanao),corn,2024-05-01,133.272409983124
region x (northern mindanao),corn,2024-06-01,135.625480054156
region x (northern mindanao),corn,2024-07-01,139.237671507152
region x (northern mindanao),corn,2024-08-01,143.88028129799
region x (northern mindanao),corn,2024-09-01,138.677731034708
region x (northern mindanao),corn,2024-10-01,131.206517320371
region x (northern mindanao),corn,2024-11-01,125.789213402903
region x (northern mindanao),corn,2024-12-01,121.427816576004
region vi (western visayas),rice,2020-01-01,89.9456122715681
region vi (western visayas),rice,2020-02-01,89.6770069513475
region vi (western visayas),rice,2020-03-01,89.2090326654472
